Date,^BVSP,SPY,IEF,BRL=X,EURUSD=X,JPY=X,GLD,DBC
2010-07-23,66323.00,83.13226,66.87021,,,,116.0900,18.97162
2010-07-25,,,,1.765600,1.299900,86.99800,,
2010-07-26,66443.00,83.99813,66.84921,1.760700,1.299089,87.81600,115.5200,18.95471
2010-07-27,66674.00,83.99060,66.61812,1.762300,1.299224,87.45200,113.5100,18.75181
2010-07-28,66808.00,83.44847,66.90520,1.764800,1.307805,86.68300,113.7800,18.82790
2010-07-29,66954.00,83.04189,67.04534,1.758500,1.303900,86.44000,114.2900,19.09843
2010-07-30,67515.00,83.02685,67.43748,,,,115.4900,19.35207
2010-08-01,,,,1.742900,1.317593,86.59800,,
2010-08-02,68517.00,84.90167,67.22895,1.753700,1.322506,85.78000,115.5400,19.72406
2010-08-03,67997.00,84.49506,67.54496,1.753700,1.322506,85.78000,115.9900,19.79169
2010-08-04,68272.00,85.05979,67.26408,1.752600,1.315807,86.30000,116.7200,19.96078
2010-08-05,68412.00,84.96942,67.58709,1.753500,1.318131,85.83300,116.9800,19.86778
2010-08-06,68095.00,84.62308,68.02947,,,,117.8400,19.69024
2010-08-08,,,,1.707500,1.328568,85.34400,,
2010-08-09,67862.00,85.07483,68.01544,1.751000,1.322996,85.89700,117.4000,19.75788
2010-08-10,67223.00,84.61553,68.35950,1.760000,1.318496,85.36000,117.7300,19.54652
2010-08-11,65790.00,82.29646,68.74573,1.768500,1.284406,85.17200,117.3400,19.10689
2010-08-12,65966.00,81.79199,68.57018,1.766400,1.282989,86.07400,118.7700,18.96317
2010-08-13,66264.00,81.55109,68.86508,,,,118.7400,18.94626
2010-08-15,,,,1.722000,1.277090,86.14000,,
2010-08-16,66702.00,81.51341,69.36362,1.755400,1.281197,85.30700,119.7300,18.88708
2010-08-17,67584.00,82.51484,69.01257,1.747800,1.287996,85.59500,119.7500,19.15762
2010-08-18,67638.00,82.66543,68.94231,1.748800,1.285645,85.44000,120.2200,19.08153
2010-08-19,66887.00,81.22728,69.25131,1.760600,1.280803,85.34400,120.3900,18.88708
2010-08-20,66677.00,80.96375,69.02662,,,,119.9700,18.76871
2010-08-22,,,,1.712800,1.271003,85.56000,,
2010-08-23,65982.00,80.65509,69.11787,1.761300,1.263504,85.14100,119.7800,18.64190
2010-08-24,65156.00,79.45792,69.66561,1.760900,1.263296,84.17800,120.3600,18.43054
2010-08-25,64803.00,79.76659,69.34958,1.764900,1.266400,84.68400,121.3600,18.52354
2010-08-26,63867.00,79.23200,69.66561,1.756300,1.270648,84.34600,120.9600,18.73490
2010-08-27,65585.00,80.45930,68.86508,,,,121.0100,19.05617
2010-08-29,,,,1.699200,1.275396,85.50100,,
2010-08-30,64261.00,79.29227,69.39174,1.755000,1.266592,84.53200,120.9100,19.02234
2010-08-31,65145.00,79.29227,69.70068,1.750100,1.268730,84.14000,122.0800,18.76871
2010-09-01,67073.00,81.66402,69.19877,1.740000,1.280295,84.40700,121.6900,19.14071
2010-09-02,66808.00,82.42450,68.91016,1.739500,1.282594,84.25000,122.2900,19.27598
2010-09-03,66679.00,83.49364,68.51595,,,,121.8600,19.37743
2010-09-05,,,,1.674000,1.289407,84.43000,,
2010-09-06,66747.00,,,1.724900,1.286836,84.12000,,
2010-09-07,,82.55249,69.05801,1.730000,1.267797,83.73200,122.7000,19.47888
2010-09-08,66407.00,83.13226,68.86795,1.719200,1.273204,83.95000,122.7100,19.52116
2010-09-09,66624.00,83.51627,68.32589,1.723200,1.269309,83.93000,121.5600,19.41125
2010-09-10,66807.00,83.93787,68.12880,,,,121.7300,19.61415
2010-09-12,,,,1.668000,1.271698,84.30700,,
2010-09-13,68031.00,84.87156,68.45261,1.716500,1.287200,83.68100,121.6200,19.75788
2010-09-14,67692.00,84.81884,68.79754,1.701500,1.299174,83.04800,124.0200,19.81706
2010-09-15,68107.00,85.14260,68.55820,1.721200,1.301507,85.70000,123.9400,19.78324
2010-09-16,67663.00,85.12002,68.31889,1.717500,1.307600,85.84800,124.6300,19.68179
2010-09-17,67089.00,85.15181,68.47373,,,,124.5400,19.74942
2010-09-19,,,,1.665500,1.304393,85.69000,,
2010-09-20,68190.00,86.45378,68.68498,1.726500,1.306694,85.70200,124.8700,19.91006
2010-09-21,67719.00,86.27969,69.32554,1.724500,1.325697,85.11300,126.0100,19.69870
2010-09-22,68325.00,85.85577,69.43111,1.674300,1.339100,84.48000,126.2000,19.81706
2010-09-23,68794.00,85.15935,69.52962,1.717700,1.331913,84.51000,126.3000,19.83397
2010-09-24,68196.00,86.91554,69.18475,,,,126.6900,20.13832
2010-09-26,,,,1.664400,1.347909,84.31600,,
2010-09-27,68816.00,86.49920,69.71974,1.709000,1.343905,84.27500,126.7200,20.00305
2010-09-28,69228.00,86.80201,69.95201,1.709000,1.357092,83.89200,127.8500,20.00305
2010-09-29,69228.00,86.65060,69.78304,1.703500,1.362806,83.76600,127.9500,20.26514
2010-09-30,69430.00,86.39324,69.69857,1.696100,1.362212,83.57000,127.9100,20.38350
2010-10-01,70229.00,86.75658,69.73602,,,,128.9100,20.42577
2010-10-03,,,,1.633500,1.377695,83.33300,,
2010-10-04,70385.00,86.10559,69.98296,1.697500,1.367409,83.50300,128.4600,20.35814
2010-10-05,71283.00,87.83906,69.99702,1.669000,1.383394,83.19000,130.9900,20.77240
2010-10-06,70541.00,87.83152,70.44866,1.684000,1.392002,82.96700,131.8100,20.78086
2010-10-07,69918.00,87.72554,70.51922,1.677800,1.392796,82.38000,130.3700,20.56950
2010-10-08,70809.00,88.21754,70.54749,,,,131.6600,21.25430
2010-10-10,,,,1.625800,1.397761,81.82000,,
2010-10-11,70946.00,88.30082,70.61806,1.661300,1.388021,82.08900,132.2900,21.15285
2010-10-12,,88.57332,70.41342,1.670000,1.391692,81.78000,131.9600,21.25430
2010-10-13,71675.00,89.26215,70.41342,1.652500,1.396726,81.79800,134.0700,21.35576
2010-10-14,71692.00,88.91395,70.01118,1.660600,1.407202,81.47000,134.7500,21.32194
2010-10-15,71830.00,89.09564,69.70776,,,,133.6800,21.08521
2010-10-17,,,,1.606400,1.396433,81.37800,,
2010-10-18,71736.00,89.53470,70.03945,1.672000,1.393592,81.19800,134.2800,21.29657
2010-10-19,69864.00,88.36137,70.27928,1.690000,1.373909,81.54200,130.1100,20.67095
2010-10-20,70405.00,89.22430,70.23693,1.675000,1.396317,81.05500,131.3200,21.16130
2010-10-21,69652.00,89.42110,69.84891,1.694000,1.391692,81.30000,129.4700,20.89922
2010-10-22,69530.00,89.58765,69.87008,,,,129.7300,21.07676
2010-10-24,,,,1.643900,1.394408,81.30900,,
2010-10-25,69580.00,89.85261,69.84891,1.699800,1.394895,80.82500,130.8500,21.18667
2010-10-26,70740.00,89.86775,69.38322,1.702300,1.385425,81.33700,130.8800,21.29657
2010-10-27,70569.00,89.61035,68.98100,1.719000,1.377809,81.67900,129.5200,21.22894
2010-10-28,70320.00,89.62550,69.38322,1.713500,1.377809,81.67900,131.2400,21.33885
2010-10-29,70673.00,89.69365,69.69366,,,,132.6200,21.28812
2010-11-01,71561.00,89.72389,69.57697,1.646200,1.397507,80.40600,131.9200,21.42339
2010-11-02,,90.43549,69.81036,1.704300,1.391091,80.55900,132.4900,21.61784
2010-11-03,71905.00,90.79881,70.03672,1.701000,1.403607,80.66800,131.5700,21.71929
2010-11-04,72996.00,92.54745,70.60257,1.689000,1.412729,81.05000,136.0300,22.23501
2010-11-05,72607.00,92.89563,70.30547,1.674700,1.422799,80.77600,136.3800,22.32801
2010-11-08,72657.00,92.72151,70.32670,1.679000,1.407578,81.14000,137.7800,22.38719
2010-11-09,71679.00,92.05539,69.73257,1.696000,1.386963,81.09000,135.5900,22.23501
2010-11-10,71638.00,92.42630,69.99430,1.696000,1.377202,81.58300,137.2400,22.47173
2010-11-11,71195.00,92.07809,69.91651,1.710000,1.377562,82.20400,137.6600,22.28574
2010-11-12,70367.00,90.98804,69.33651,1.721500,1.362101,82.41000,133.6900,21.35576
2010-11-15,,90.85936,68.44525,1.670400,1.369319,82.47000,132.4200,21.38957
2010-11-16,69192.00,89.44386,68.95454,1.720000,1.357478,83.16200,130.9700,20.75549
2010-11-17,69709.00,89.48924,68.75648,1.736000,1.349054,83.38000,130.3800,20.59486
2010-11-18,70781.00,90.80640,68.59380,1.726200,1.355399,83.10000,132.0900,21.15285
2010-11-19,70898.00,91.05618,68.73522,1.711000,1.365728,83.54000,132.2000,20.84849
2010-11-22,69633.00,90.98046,69.10307,1.673000,1.374438,83.48500,133.4800,20.91613
2010-11-23,67953.00,89.66333,69.24454,1.720800,1.360193,83.29000,134.4100,20.86540
2010-11-24,69629.00,90.98804,68.50187,1.733500,1.338634,83.26900,134.1800,21.25430
2010-11-25,69362.00,,,1.722000,1.335791,83.52000,,
2010-11-26,68226.00,89.92830,68.79895,1.715500,1.333974,83.63000,133.1100,21.35576
2010-11-29,67908.00,90.20080,68.94743,1.729600,1.323802,84.15700,133.5100,21.39803
2010-11-30,67705.00,89.69365,69.06772,1.717000,1.310393,84.25400,135.4200,21.19512
2010-12-01,69346.00,91.60120,68.15943,1.714500,1.299207,83.67800,135.3800,21.82074
2010-12-02,69527.00,92.77450,67.98927,1.705900,1.312491,84.12300,135.2000,22.00674
2010-12-03,69766.00,93.02431,67.99638,1.701500,1.321598,83.74900,138.0700,22.28574
2010-12-06,69552.00,92.92592,68.42177,1.636100,1.341598,82.78000,139.1100,22.26037
2010-12-07,69338.00,92.97887,67.28732,1.681300,1.328692,82.67000,136.5000,22.10819
2010-12-08,68175.00,93.31954,66.71301,1.677000,1.324468,83.47900,134.7900,22.27728
2010-12-09,67879.00,93.68288,66.85486,1.692000,1.325082,84.10000,135.3700,22.21810
2010-12-10,68342.00,94.22791,66.28756,1.703600,1.324205,83.81600,135.4100,22.18428
2010-12-13,69126.00,94.28848,66.50027,1.705000,1.319714,83.97300,136.0500,22.40409
2010-12-14,68743.00,94.37170,65.79832,1.693000,1.339549,83.44000,136.1800,22.34492
2010-12-15,67870.00,93.94027,65.52893,1.693000,1.336095,83.79000,134.7000,22.28574
2010-12-16,67306.00,94.48525,65.91890,1.698900,1.322401,84.26900,133.8100,22.20965
2010-12-17,67981.00,94.58646,66.48613,1.704300,1.323995,84.05000,134.2000,22.37873
2010-12-20,67264.00,94.81476,66.47899,1.666200,1.316500,84.01000,135.1100,22.58163
2010-12-21,68215.00,95.41592,66.62086,1.706600,1.311802,83.77100,135.3200,22.72536
2010-12-22,68471.00,95.71268,66.43644,1.700000,1.309003,83.79000,135.0500,22.84373
2010-12-23,68486.00,95.57571,66.20252,1.699000,1.311544,83.56000,134.6600,22.92827
2010-12-24,,,,1.692300,1.312715,83.02000,,
2010-12-27,67803.00,95.61375,66.45773,1.690700,1.307976,82.91900,135.0200,22.88600
2010-12-28,68041.00,95.75076,65.75963,1.685000,1.318965,82.72000,137.2200,23.13117
2010-12-29,68952.00,95.81926,66.49896,1.690200,1.308627,82.35600,137.7100,23.13963
2010-12-30,69305.00,95.66705,66.36392,1.678000,1.322454,81.61800,137.0300,22.86063
2010-12-31,,95.68987,66.69806,1.662000,1.330123,81.48000,138.7200,23.29181
2011-01-03,69962.00,96.67910,66.49187,1.615500,1.335791,81.12300,138.0000,23.39326
2011-01-04,70318.00,96.62584,66.64826,1.646500,1.335684,81.67000,134.7500,23.08044
2011-01-05,71091.00,97.12805,65.93024,1.667500,1.332108,82.03800,134.3700,23.32562
2011-01-06,70579.00,96.93785,66.27151,1.675000,1.315686,83.18900,133.8300,23.01281
2011-01-07,70057.00,96.74756,66.71227,1.685900,1.297993,83.30000,133.5800,22.92827
2011-01-10,70127.00,96.62584,66.93979,1.635500,1.289507,83.03000,134.1200,23.19881
2011-01-11,70423.00,96.96825,66.67670,1.689000,1.296496,82.71000,134.9100,23.46089
2011-01-12,71633.00,97.84337,66.48476,1.641600,1.298398,83.34000,135.4600,23.61307
2011-01-13,70721.00,97.68354,66.93264,1.624700,1.312836,83.07000,134.0500,23.57925
2011-01-14,70940.00,98.39124,66.74779,1.669000,1.335327,82.76200,132.6900,23.68916
2011-01-17,70609.00,,,1.648100,1.338025,82.88700,,
2011-01-18,70920.00,98.55869,66.58434,1.682100,1.328392,82.67000,133.4300,23.66380
2011-01-19,70058.00,97.59222,66.75494,1.671500,1.337811,82.61200,133.7200,23.63844
2011-01-20,69562.00,97.46288,66.23594,1.670000,1.345207,82.15500,131.2000,23.40171
2011-01-21,69133.00,97.68354,66.45631,1.635200,1.346801,82.92000,131.0300,23.63844
2011-01-24,69427.00,98.23904,66.46343,1.619300,1.361953,82.58600,130.3600,23.43553
2011-01-25,,98.29231,66.79762,1.670500,1.364405,82.54200,130.1000,23.13963
2011-01-26,68709.00,98.67283,66.39232,1.667700,1.368607,82.26000,131.1600,23.65534
2011-01-27,68051.00,98.91628,66.64119,1.618300,1.371009,82.16300,127.9300,23.45244
2011-01-28,66698.00,97.18893,66.94686,1.672300,1.372307,82.88500,130.2800,23.74834
2011-01-31,66575.00,97.91945,66.68385,1.634300,1.357276,82.08900,129.8700,24.12034
2011-02-01,67847.00,99.48703,66.37383,1.667000,1.371385,82.07000,130.8000,24.29788
2011-02-02,66688.00,99.29677,66.21702,1.665200,1.382992,81.39100,130.4500,24.53460
2011-02-03,66765.00,99.51746,65.83929,1.662700,1.381788,81.49300,132.2000,24.37397
2011-02-04,65269.00,99.79899,65.43305,1.668400,1.362454,81.65000,131.6600,24.23870
2011-02-07,65362.00,100.4229,65.40456,1.624200,1.357497,82.22000,131.6800,24.17106
2011-02-08,65771.00,100.8796,64.95554,1.627900,1.359194,82.28900,133.1400,24.33169
2011-02-09,64218.00,100.6513,65.32613,1.664500,1.362695,82.30300,133.0700,24.45006
2011-02-10,64578.00,100.6893,65.11231,1.662000,1.372100,82.41900,132.8500,24.30633
2011-02-11,65756.00,101.2905,65.41166,1.664100,1.360193,83.34000,132.3200,24.22179
2011-02-14,66558.00,101.5340,65.43305,1.615500,1.351004,83.44400,132.9500,24.34015
2011-02-15,66341.00,101.2144,65.58271,1.666500,1.348109,83.41300,133.9700,24.02734
2011-02-16,67571.00,101.8536,65.49008,1.668600,1.349856,83.71600,134.1000,24.20488
2011-02-17,67685.00,102.1580,65.73240,1.669000,1.357534,83.61000,135.0400,24.28097
2011-02-18,68067.00,102.3710,65.71809,1.662000,1.362602,83.29000,135.4100,24.25561
2011-02-21,67259.00,,,1.614500,1.371347,83.08000,,
2011-02-22,66440.00,100.3165,66.35240,1.667500,1.368232,83.06600,136.2900,24.22179
2011-02-23,66910.00,99.70009,66.18851,1.670700,1.367372,82.76000,137.5100,24.76287
2011-02-24,66949.00,99.63157,66.35954,1.671000,1.376406,82.43800,136.4800,24.54305
2011-02-25,66903.00,100.6969,66.57341,1.662700,1.381998,82.04700,137.3800,25.08413
2011-02-28,67383.00,101.3209,66.54482,1.660000,1.373438,81.62200,137.6600,25.12640
2011-03-01,66243.00,99.63157,66.62059,1.658800,1.382151,81.87300,140.0300,25.50685
2011-03-02,67282.00,99.84468,66.27055,1.657400,1.377183,81.89800,139.9200,25.60830
2011-03-03,68146.00,101.5644,65.82052,1.654200,1.386655,81.82800,138.0900,25.59985
2011-03-04,68012.00,100.8035,66.29195,1.649500,1.395888,82.36700,139.3500,25.72667
2011-03-07,,100.0121,66.12767,1.639900,1.399071,82.34300,139.7200,25.60830
2011-03-08,,100.8872,65.97054,1.652100,1.396394,82.29200,139.3600,25.38849
2011-03-09,67264.00,100.7426,66.35625,1.654000,1.389796,82.80000,139.4100,25.48994
2011-03-10,66041.00,98.87827,66.92063,1.654700,1.390221,82.83300,137.7700,25.07568
2011-03-11,66685.00,99.56310,66.76347,1.659000,1.380129,82.91800,138.2200,24.93195
2011-03-14,67169.00,98.96195,66.91344,1.656100,1.393456,81.28400,138.8600,24.99959
2011-03-15,67005.00,97.82813,67.15639,1.664900,1.399208,81.82000,136.2700,24.08652
2011-03-16,66003.00,96.01707,67.72784,1.663200,1.398621,81.05600,136.2400,24.23024
2011-03-17,66216.00,97.28786,67.52065,1.676000,1.388484,79.12800,136.9700,24.98268
2011-03-18,66880.00,97.64173,67.47782,1.679500,1.403292,79.50000,138.3700,25.12640
2011-03-21,66690.00,99.15495,67.12778,1.663700,1.417053,81.01500,139.1400,25.24477
2011-03-22,67578.00,98.81103,67.16348,1.663600,1.421707,81.20900,139.0500,25.43076
2011-03-23,67796.00,99.09381,67.07774,1.659300,1.416812,81.03900,140.3400,25.48149
2011-03-24,67533.00,100.0415,66.73486,1.660000,1.410596,80.86700,139.2200,25.56603
2011-03-25,67766.00,100.3472,66.55624,1.657500,1.417193,81.01400,139.2600,25.63367
2011-03-27,,,,1.649900,1.402603,81.44900,,
2011-03-28,67193.00,100.1026,66.57772,1.660000,1.407975,81.76000,138.5400,25.28704
2011-03-29,67419.00,100.7752,66.38486,1.655900,1.411114,82.41100,138.2100,25.43076
2011-03-30,67997.00,101.4706,66.61343,1.628500,1.412130,83.15000,138.6700,25.39695
2011-03-31,68587.00,101.3331,66.44196,1.627200,1.415869,83.36000,139.8600,25.79430
2011-04-01,69268.00,101.7611,66.58388,,,,139.2000,25.97184
2011-04-03,,,,1.612000,1.422333,84.22000,,
2011-04-04,69704.00,101.8451,66.73417,1.605200,1.422010,84.13000,139.8400,26.20856
2011-04-05,69838.00,101.8298,66.39754,1.607000,1.421909,85.16000,142.0500,26.23393
2011-04-06,69037.00,102.1509,66.11108,1.614700,1.433527,85.32000,142.3800,26.31002
2011-04-07,69176.00,101.8910,66.11823,1.592900,1.430206,84.96000,142.5100,26.36074
2011-04-08,68718.00,101.5394,65.92484,,,,143.6600,26.98637
2011-04-10,,,,1.570300,1.446215,85.04000,,
2011-04-11,68164.00,101.2338,66.01077,1.577100,1.443793,84.63000,142.6400,26.48756
2011-04-12,66896.00,100.4771,66.38328,1.591000,1.447639,83.60000,141.6100,25.94648
2011-04-13,66486.00,100.4695,66.64114,1.592000,1.444210,83.78300,141.9000,26.14938
2011-04-14,66279.00,100.5459,66.41901,,1.443210,,143.8100,26.21702
2011-04-15,66684.00,100.9127,66.90615,,,,145.0500,26.35229
2011-04-17,,,,1.568600,1.441296,83.14700,,
2011-04-18,65415.00,99.78162,67.07088,1.589000,1.422394,82.33400,145.9300,26.19166
2011-04-19,66158.00,100.3549,67.15678,1.578500,1.433795,82.58000,145.9300,26.20011
2011-04-20,67058.00,101.7228,66.89175,1.569000,1.451400,82.44000,146.5000,26.61437
2011-04-21,,102.2425,66.94195,1.569000,1.455498,81.89700,146.7400,26.80882
2011-04-24,,,,1.561300,1.455710,81.87000,,
2011-04-25,66972.00,102.1356,67.17828,1.575000,1.457896,81.84000,146.8700,26.73274
2011-04-26,67144.00,103.0144,67.46481,1.564500,1.468795,81.51100,146.3800,26.72428
2011-04-27,66264.00,103.6870,67.27144,1.566500,1.478000,82.20400,149.2000,26.88492
2011-04-28,65673.00,104.0233,67.52927,1.586300,1.484406,81.53000,149.8200,26.69046
2011-04-29,66133.00,104.2678,67.66541,,,,152.3700,26.96946
2011-05-01,,,,1.563300,1.479399,81.22700,,
2011-05-02,65463.00,104.1073,67.64453,1.576500,1.482382,81.18000,150.4100,26.69892
2011-05-03,64318.00,103.7329,67.82402,1.587500,1.483327,80.96900,149.8800,26.41993
2011-05-04,63616.00,103.0450,67.99638,1.605000,1.482975,80.64000,147.7300,25.99721
2011-05-05,63407.00,102.1126,68.33392,1.625000,1.454440,80.41700,143.4700,24.25561
2011-05-06,64417.00,102.5635,68.36979,,,,145.3000,24.17952
2011-05-08,,,,1.599400,1.435297,80.73400,,
2011-05-09,64622.00,102.9610,68.47031,1.615500,1.437608,80.24200,147.3800,25.06722
2011-05-10,64877.00,103.8398,68.14005,1.607000,1.441109,81.01100,147.9000,25.29549
2011-05-11,63776.00,102.7470,68.38416,1.619900,1.421100,81.01000,146.5400,24.48387
2011-05-12,64003.00,103.2361,68.23338,1.616500,1.423792,81.04000,146.5900,24.50924
2011-05-13,63235.00,102.4413,68.49914,,,,145.6300,24.55151
2011-05-15,,,,1.635600,1.407796,80.81700,,
2011-05-16,62830.00,101.7916,68.66425,1.630800,1.415809,80.78200,145.3700,24.23024
2011-05-17,63673.00,101.7763,68.86528,1.618000,1.426900,81.42100,144.7400,24.28942
2011-05-18,62841.00,102.6858,68.47031,1.611300,1.425517,81.66100,145.6000,24.77978
2011-05-19,62367.00,102.9304,68.54218,1.615900,1.431619,81.71400,145.6500,24.58533
2011-05-20,62597.00,102.1126,68.70734,,,,147.4900,24.81359
2011-05-22,,,,1.611300,1.410576,81.74000,,
2011-05-23,62345.00,100.9280,68.80067,1.637300,1.403666,81.95700,147.8300,24.41624
2011-05-24,63337.00,100.8439,68.87243,1.628500,1.409900,82.04800,148.5900,24.74596
2011-05-25,63388.00,101.1803,68.87964,1.626500,1.408490,82.02200,148.5800,25.19404
2011-05-26,64099.00,101.6465,69.26023,1.622300,1.413507,81.27000,148.2200,25.28704
2011-05-27,64295.00,102.0362,69.25307,,,,149.7000,25.43076
2011-05-29,,,,1.594300,1.429736,80.83100,,
2011-05-30,63954.00,,,1.593000,1.432234,80.88000,,
2011-05-31,64620.00,103.0986,69.36079,1.578700,1.442793,81.45300,149.6400,25.57449
2011-06-01,63411.00,100.7828,69.93242,1.592000,1.434494,80.89400,149.9100,25.25322
2011-06-02,64218.00,100.6758,69.51490,1.577500,1.448604,80.97000,149.5000,25.47303
2011-06-03,64341.00,99.67464,69.78844,,,,150.2200,25.57449
2011-06-05,,,,1.568800,1.465502,80.22000,,
2011-06-06,63068.00,98.62000,69.74522,1.580200,1.458300,80.12000,150.4800,25.27858
2011-06-07,63218.00,98.55884,69.87481,1.577000,1.468601,80.17000,150.4200,25.51531
2011-06-08,63033.00,98.14613,70.02599,1.581500,1.460195,79.89000,149.8100,25.72667
2011-06-09,63469.00,98.89507,69.74522,1.586900,1.451568,80.29000,150.5600,25.87039
2011-06-10,62697.00,97.51944,69.96838,,,,149.2400,25.59985
2011-06-12,,,,1.594800,1.433260,80.34000,,
2011-06-13,62023.00,97.59588,69.81717,1.589000,1.441691,80.17600,147.7700,25.43076
2011-06-14,62205.00,98.83395,69.26290,1.579100,1.445003,80.54000,148.6700,25.60830
2011-06-15,61604.00,97.07616,70.01159,1.597000,1.418198,80.88000,149.1200,24.92350
2011-06-16,60881.00,97.29017,70.20596,1.606100,1.419910,80.57700,148.9700,24.82205
2011-06-17,61060.00,97.58047,70.15556,,,,149.9400,24.71214
2011-06-19,,,,1.589800,1.428510,80.07600,,
2011-06-20,61168.00,98.07970,70.04757,1.594000,1.432542,80.23400,150.0300,24.57687
2011-06-21,61424.00,99.42381,69.95398,1.587500,1.438166,80.22100,150.7600,24.59378
2011-06-22,61194.00,98.82470,69.92518,1.587000,1.431434,80.38300,150.9900,24.70369
2011-06-23,,98.54054,70.29236,1.590500,1.427002,80.44000,148.3400,24.17952
2011-06-24,61017.00,97.39615,70.58758,,,,146.2600,23.89207
2011-06-26,,,,1.590000,1.417133,80.46000,,
2011-06-27,61217.00,98.26402,70.31396,1.595000,1.431680,80.85000,145.7300,23.88361
2011-06-28,62303.00,99.54668,69.66600,1.578000,1.435791,81.08000,146.2400,24.30633
2011-06-29,62334.00,100.3992,69.24844,1.569700,1.447890,80.71000,147.1800,24.74596
2011-06-30,62404.00,101.3593,69.01093,1.561400,1.449695,80.60000,146.0000,24.48387
2011-07-01,63394.00,102.8570,68.83844,,,,144.9300,24.51769
2011-07-03,,,,1.548800,1.453996,80.88000,,
2011-07-04,63891.00,,,1.551500,1.455307,80.73300,,
2011-07-05,63039.00,102.7725,69.27145,1.563700,1.442814,81.07000,147.6300,24.84741
2011-07-06,62565.00,102.8954,69.39409,1.569200,1.433158,80.93800,148.9100,24.83896
2011-07-07,62207.00,103.9629,69.12710,1.554500,1.436451,81.23000,149.1500,25.36313
2011-07-08,61513.00,103.2256,69.86318,,,,150.2500,25.33776
2011-07-10,,,,1.561800,1.420192,80.65000,,
2011-07-11,60224.00,101.3593,70.39719,1.580000,1.404060,80.29000,151.5900,25.14331
2011-07-12,59705.00,100.9215,70.49824,1.574700,1.396902,79.31800,152.7700,25.36313
2011-07-13,60670.00,101.2594,70.61367,1.567700,1.423427,78.92000,154.1400,25.70976
2011-07-14,59679.00,100.5605,70.20959,1.576500,1.415729,79.18000,154.5400,25.56603
2011-07-15,59478.00,101.1442,70.49824,,,,155.2000,25.79430
2011-07-17,,,,1.568000,1.412310,79.11300,,
2011-07-18,58838.00,100.3147,70.45493,1.575000,1.411194,79.05000,156.5700,25.65058
2011-07-19,59082.00,101.9430,70.72194,1.565000,1.417294,79.12600,154.6600,25.82812
2011-07-20,59120.00,101.8815,70.37553,1.561500,1.427002,78.75400,156.0200,25.91266
2011-07-21,60263.00,103.2948,69.98586,1.552300,1.442003,78.58400,154.8300,25.78584
2011-07-22,60270.00,103.3639,70.25288,,,,156.1200,25.99721
2011-07-24,,,,1.553900,1.438849,78.38000,,
2011-07-25,59971.00,102.7878,70.02912,1.544100,1.437153,78.30000,157.3400,25.87039
2011-07-26,59340.00,102.4038,70.32500,1.533700,1.450810,77.91400,157.7700,26.07330
2011-07-27,58288.00,100.3071,70.20959,1.563100,1.437298,77.93000,157.1900,25.89575
2011-07-28,58708.00,100.0152,70.34667,1.562800,1.433199,77.73000,157.3200,25.81121
2011-07-29,58823.00,99.33161,71.19824,,,,158.2900,25.59985
2011-07-31,,,,1.546500,1.436369,77.21300,,
2011-08-01,58536.00,98.90919,71.45720,1.557800,1.426208,77.46000,157.7200,25.59985
2011-08-02,57311.00,96.38235,72.11553,1.563300,1.417334,77.33500,161.5200,25.59985
2011-08-03,56017.00,96.90459,72.17333,1.563000,1.435297,77.11200,161.4900,25.21940
2011-08-04,52811.00,92.36545,73.12825,1.576800,1.406707,79.29000,160.6400,24.26406
2011-08-05,52949.00,92.22718,72.28188,,,,161.7500,24.36551
2011-08-07,,,,1.593000,1.429409,78.25400,,
2011-08-08,48668.00,86.22107,73.43210,1.596900,1.417073,77.58500,167.1200,23.46089
2011-08-09,51151.00,90.23026,73.85890,1.628200,1.438311,77.05000,168.6100,23.68916
2011-08-10,51395.00,86.24411,74.83549,1.621900,1.412469,76.75900,174.5800,23.79062
2011-08-11,53343.00,90.11505,73.73589,1.623300,1.422637,76.86000,170.7500,24.30633
2011-08-12,53473.00,90.72179,74.24953,,,,169.9700,24.27251
2011-08-14,,,,1.611400,1.427409,76.82000,,
2011-08-15,54652.00,92.64194,73.97461,1.588700,1.443835,76.84000,171.8000,24.56842
2011-08-16,54324.00,91.85083,74.31463,1.584100,1.439802,76.75400,173.9200,24.56842
2011-08-17,55073.00,91.91228,74.83549,1.578500,1.442918,76.54700,174.4200,24.77978
2011-08-18,53134.00,87.94916,75.22604,1.607000,1.432439,76.63700,177.7200,24.17106
2011-08-19,52448.00,86.51292,75.30570,,,,179.9500,24.60223
2011-08-21,,,,1.595300,1.436926,76.78600,,
2011-08-22,52440.00,86.58202,75.16819,1.602500,1.436101,76.83200,184.5900,24.64450
2011-08-23,53787.00,89.43150,74.86444,1.597300,1.443710,76.66000,177.6700,24.89814
2011-08-24,53796.00,90.69110,74.06140,1.607300,1.441234,77.05300,171.6500,24.64450
2011-08-25,52953.00,89.30859,74.51716,1.609000,1.437298,77.43500,172.3600,24.75441
2011-08-26,53351.00,90.60663,74.75588,,,,177.4700,25.03341
2011-08-28,,,,1.600000,1.449506,76.68200,,
2011-08-29,54861.00,93.21029,74.26401,1.594300,1.452433,76.93300,173.8900,25.11795
2011-08-30,55385.00,93.45608,74.77757,1.586500,1.443314,76.70100,179.1000,25.45613
2011-08-31,56495.00,93.87080,74.50995,1.582500,1.437463,76.73000,177.7200,25.49840
